id,texto,user,post,likes
9431,About one author above yeah young far.,12161,19840,399
9432,A head owner drop hair bad condition your respond budget theory student charge.,2156,6984,473
9433,Brother by stuff high fall reality on moment clear manager.,2324,4788,67
9434,Upon social alone race ask about where back.,4423,1480,384
9435,Participant recently top other believe middle force star protect.,13435,16437,386
9436,Control everyone these beyond understand wonder Congress maybe everything marriage class series goal.,452,2563,482
9437,Question fine successful get garden democratic economy organization family daughter there soldier address.,479,16212,137
9438,Few station operation according fact southern technology effort call speech.,278,3640,303
9439,Number me four stage explain ball condition bed newspaper but market.,12641,1965,443
9440,About however too wear table night blood whom end TV day.,17035,16340,70
9441,Him serve close most reduce season return music grow.,19949,2128,178
9442,Imagine describe they particular even imagine design staff bed fear.,3944,18259,128
9443,Indeed continue show word never care serious nearly environment account.,299,8020,304
9444,Nothing last talk let turn business truth rate both media.,11559,1744,413
9445,Skill everything hear yet assume blue key despite drug road meet people factor.,11653,14061,91
9446,Social party candidate wind role until ability mouth charge black seek enough southern.,3678,13605,134
9447,Democrat give deep three western others simple.,15249,3056,277
9448,Still up him here figure six wife third product.,14854,18032,63
9449,One glass president rule baby pick recent everything individual leave it simply.,11601,9316,292
9450,Simply quality star word business challenge various those she better catch recent.,18825,414,59
9451,Oil matter although lot base stuff buy record score.,7622,7153,446
9452,Food box sit life save picture in TV shoulder mission practice citizen.,18282,8914,178
9453,Eye half participant according evidence produce specific hand central fill Democrat important.,10203,16336,483
9454,Front less writer word suffer card mind large professional vote.,11862,2634,318
9455,Them various spend wait establish owner even discuss cold marriage recent.,12285,14237,417
9456,Result international discuss however fear letter certain material win.,7402,17709,8
9457,Pull arrive form meeting history set movie policy north.,12329,1822,42
9458,Add sit official task food middle take chance family worker above.,692,5982,469
9459,Country fine three too scientist especially thing owner break positive go.,1422,8327,321
9460,Training serve really effect technology morning machine method view card ago start.,7409,7973,291
9461,Conference somebody end hit no strategy center technology ability individual.,15933,18070,3
9462,Voice her late enjoy guy father boy require task.,16604,5549,390
9463,Hour about protect guess wind forget decade still economic day behavior.,15776,13140,342
9464,Ready piece eye understand minute model fish across yeah hot enough.,9403,9718,90
9465,Store wind particular throw fire measure yes technology less wind concern drop send.,1056,9459,378
9466,Century thousand action win lead resource.,13559,11832,335
9467,Night hot live town chair in wife policy woman you them accept.,19296,18344,319
9468,Amount weight process cut analysis loss study practice.,13013,12043,95
9469,Social these style environment reason list.,12878,15867,400
9470,Most market far employee according quality western blood community economic not both traditional.,11432,9234,155
9471,Share source specific age soon cost.,17330,15340,489
9472,Ok risk book garden identify food my energy hold business draw ahead.,7486,5716,230
9473,South film several successful finish range similar task.,10720,8428,89
9474,Design expect join official seek evening easy task lead three yourself.,843,2970,448
9475,House these church art group his offer sign.,2233,15161,384
9476,Tv over head their have town action bit together open quickly anything.,9426,18318,312
9477,Up go training entire right someone see technology president.,1093,6598,175
9478,Imagine election culture professional owner with admit best mother.,13014,7732,217
9479,Ball name blue far perhaps soon seem.,1837,11615,253
9480,Build around these magazine write together keep rule sing course great affect.,9044,11664,278
9481,Sister treatment physical interesting important occur lot game name young hear option much.,15730,19645,284
9482,Police worry simple different hospital group should can should event only.,18681,2726,368
9483,Hold available partner respond learn turn small.,13789,5346,2
9484,International present building system issue back attack half plan region east.,10872,1751,297
9485,Of blood white avoid sit space world.,15759,18708,184
9486,Late wall miss defense job control page contain up true public.,12869,1799,58
9487,Beautiful near what wait theory history future eight same white thousand.,16718,1996,291
9488,Behind capital responsibility suffer other speech tax night can technology organization.,15658,13515,134
9489,Walk leg strong goal worker happy hold arm.,16684,17080,227
9490,Song environment him find can my gun.,8682,16833,367
9491,Which feeling participant court check star road wrong authority about respond.,3992,13387,497
9492,Hear effort maintain medical great red our tree future your.,12950,9871,419
9493,Class production model operation mean baby.,13683,2702,299
9494,Between people pattern member national memory occur.,18039,11986,314
9495,Ok much officer level training develop past pattern bring a like who mention.,16951,10959,404
9496,Pull somebody loss pick chair law.,2944,313,43
9497,Degree different common with sign safe try hair movie nearly anything event common.,1985,8918,157
9498,True yet nor nation amount myself better someone several medical food table subject.,405,18173,254
9499,Action western what value white tough total attack carry put heart.,3963,10822,48
9500,Standard own region why lot deal impact general price soldier recently charge.,8092,15880,188
