id,titulo,genero,artista_id
12327,Ten soon,Rock,3964
12328,Wife yes school offer,Hip-Hop,10914
12329,Compare performance,Electronic,17110
12330,Pressure contain,Jazz,4182
12331,Respond ahead avoid issue,Electronic,5086
12332,Professor general pay,Hip-Hop,6442
12333,Color after,Jazz,1657
12334,Information long,Hip-Hop,16327
12335,Federal model trip over,Rock,927
12336,Fund assume every,Hip-Hop,13743
12337,Course wear big,Hip-Hop,17153
12338,His evidence,Rock,9878
12339,Character hundred bar,Electronic,10967
12340,Shake author drop,Jazz,1154
12341,Again war everything,Rock,14776
12342,Teach minute,Pop,2255
12343,Suffer defense real style,Jazz,11181
12344,During project education,Rock,7821
12345,Avoid wide media upon,Electronic,534
12346,Much my cultural,Jazz,13277
12347,Old education,Rock,11160
12348,Cause sometimes program,Rock,9900
12349,Send rich free,Pop,13187
12350,Sport close well,Jazz,4182
12351,Reality across look,Rock,15228
12352,Than culture teacher,Hip-Hop,6279
12353,Project system law,Pop,8498
12354,Mind provide important,Hip-Hop,4896
12355,Into everyone free beat,Electronic,16565
12356,Care onto north about,Electronic,15681
12357,Type,Rock,18243
12358,Party authority although,Hip-Hop,5041
12359,War like television,Jazz,4684
12360,Report arrive,Hip-Hop,4973
12361,Order girl Congress,Pop,5453
12362,Movie money,Hip-Hop,14095
12363,Nothing campaign student,Hip-Hop,5800
12364,Performance total,Jazz,3768
12365,Everything,Hip-Hop,3862
12366,Today speech federal section,Pop,7509
12367,First guy,Pop,3019
12368,Move nearly,Electronic,18486
12369,True various,Hip-Hop,14504
12370,Charge financial general,Jazz,13673
12371,Somebody race,Electronic,18677
12372,Painting fine,Rock,11207
12373,We instead,Hip-Hop,9139
12374,Other cell food,Jazz,16054
12375,Affect still,Electronic,19182
12376,Born born seven,Hip-Hop,15327
12377,Bar wall,Rock,11353
12378,Pay art smile,Rock,13231
12379,Direction project quality rather,Rock,9596
12380,Future environmental side develop,Jazz,2815
12381,Born leader,Electronic,14366
12382,Everything site avoid,Rock,1447
12383,Their discuss,Jazz,2146
12384,Contain once tend,Jazz,9614
12385,Economic,Rock,12093
12386,Various station mission ten,Pop,2548
12387,Knowledge professor clearly,Rock,18766
12388,Thus claim soon report,Electronic,4922
12389,Town green popular,Pop,1825
12390,Collection late finish,Jazz,13391
12391,Region able born,Hip-Hop,6470
12392,White north wonder,Jazz,13412
12393,Sit check,Hip-Hop,19322
12394,Word into,Electronic,9188
12395,Plant see,Rock,6145
12396,Stop,Pop,197
12397,Wish,Hip-Hop,7292
12398,Especially again score,Electronic,1101
12399,Authority great turn,Electronic,8332
12400,Measure trouble,Hip-Hop,5782
12401,Carry many important others,Electronic,8231
12402,Artist student Democrat term,Hip-Hop,11924
12403,Nor hear,Electronic,4248
12404,Over pull several reason,Hip-Hop,19998
12405,Everything big trouble,Pop,11442
12406,Take region each,Pop,11668
12407,Defense along behind,Jazz,2612
12408,Maybe site fire,Pop,2171
12409,Baby at,Hip-Hop,16211
12410,Nice you,Jazz,10838
12411,Real everything note,Hip-Hop,8052
12412,Break school phone,Jazz,14250
12413,Business change morning,Pop,7002
12414,Energy,Pop,5080
12415,Receive wrong successful,Hip-Hop,9204
12416,Night cultural laugh,Rock,19834
12417,Conference thus tend,Hip-Hop,3331
12418,Special,Electronic,7991
12419,Response wear employee,Hip-Hop,93
12420,Through professional fear,Jazz,4880
12421,Us way Republican,Pop,16231
12422,Level fine,Pop,17472
12423,But seven,Pop,6480
12424,Drug people,Hip-Hop,5788
12425,Particular argue win,Hip-Hop,4836
12426,Large usually,Jazz,10152
12427,Food budget,Hip-Hop,14854
12428,Sport red then up,Hip-Hop,1103
12429,Soldier way,Pop,16299
12430,Purpose exactly common part,Pop,3619
12431,Baby nature recognize,Pop,4672
12432,Democratic language few,Pop,10383
12433,Side minute image,Rock,15097
12434,Rather best happy,Pop,6138
12435,Song fly,Pop,18892
12436,Small yard cultural,Hip-Hop,9655
12437,Nearly sit,Rock,13576
12438,During might catch,Rock,4206
12439,Another fire,Electronic,19359
12440,Worry camera today activity,Jazz,10637
12441,Himself choice each work,Rock,18446
12442,Choice rest,Pop,15290
12443,Career college,Rock,11104
12444,She near along as,Jazz,16511
12445,Go turn,Jazz,8891
12446,Current against lose,Electronic,18307
12447,War southern,Electronic,4039
12448,Single him,Rock,13538
12449,Throw rate note,Rock,8000
12450,Mission,Hip-Hop,4991
12451,Field fact want,Pop,11307
12452,Religious,Hip-Hop,6867
12453,Shoulder cell wide,Jazz,16914
12454,Black ever field,Jazz,8462
12455,Practice manager several different,Pop,8779
12456,Fall pretty force,Pop,13577
12457,Land off with,Hip-Hop,3672
12458,Value one,Rock,702
12459,Hold any sense,Pop,15273
12460,With Mr,Electronic,11405
12461,Teach article,Rock,1215
12462,Popular responsibility,Electronic,19612
12463,Hot others send,Rock,3006
12464,Baby read,Jazz,7186
12465,Particularly rock either,Hip-Hop,3286
12466,Treatment,Hip-Hop,13941
12467,Wide production,Electronic,14052
12468,Seem hospital night,Pop,1865
12469,Sign police,Electronic,8328
12470,Name task,Hip-Hop,3464
12471,Upon sell,Rock,13750
12472,Hot media after,Rock,18198
12473,Through toward,Rock,9122
12474,Case line under those,Pop,13398
12475,Receive remain leader,Pop,12987
12476,Ask style over,Rock,5107
12477,City involve,Electronic,17813
12478,Discuss of,Electronic,3873
12479,Exist life black,Hip-Hop,14238
12480,My,Electronic,19305
12481,Eye win option,Pop,17459
12482,Song someone fly,Pop,5890
12483,Company feeling gas,Electronic,4206
12484,Mission story impact their,Rock,15533
12485,Strong serve candidate morning,Pop,17806
12486,Generation central much,Hip-Hop,2953
12487,Again,Jazz,7423
12488,Cost be,Electronic,9210
12489,Time wait century,Electronic,9433
12490,Space sure,Rock,14127
12491,Recent wife pattern,Electronic,2025
12492,Big good,Pop,15290
12493,Long,Jazz,5672
12494,Sort raise task,Rock,15477
12495,Wall pretty,Pop,12979
12496,Six future,Rock,17101
12497,Arrive partner,Rock,4550
12498,Defense stage,Jazz,18494
12499,Play also exactly,Rock,19811
12500,Across visit management,Pop,10942
12501,Whether voice key,Hip-Hop,1169
12502,Southern tonight also,Hip-Hop,204
12503,Candidate everybody,Rock,11540
12504,Former game,Jazz,10234
12505,Remain allow would,Jazz,15273
12506,Make choose,Jazz,4534
12507,Nor professional,Pop,6075
12508,Science vote,Hip-Hop,17812
12509,Approach executive,Rock,66
12510,Wind inside ask,Rock,11615
12511,Ok must one agreement,Pop,4383
12512,Finally benefit prepare,Electronic,7859
12513,Meet role,Rock,18430
12514,Agreement special city,Jazz,7161
12515,School surface space,Jazz,19799
12516,Them example account,Hip-Hop,13618
12517,After almost,Electronic,4880
12518,Yard control he personal,Electronic,10991
12519,Medical art,Hip-Hop,1246
12520,Culture apply,Rock,1070
12521,South soon,Electronic,5886
12522,Character lot,Hip-Hop,17805
12523,Pressure throughout wall,Electronic,1231
12524,Himself result appear,Hip-Hop,3561
12525,Nothing chair newspaper less,Electronic,12837
12526,Ever large,Pop,11221
12527,Station situation,Rock,5906
12528,Me represent,Jazz,14494
12529,General production computer,Electronic,5796
12530,Speak again,Jazz,16206
12531,Growth through,Pop,11709
12532,Age join fire,Electronic,11431
12533,Deep range,Electronic,11256
12534,Site every,Electronic,18751
12535,Important during rule,Rock,14485
12536,State not argue,Hip-Hop,9719
12537,Position once behind,Electronic,10284
12538,Worry treat break,Hip-Hop,7682
12539,Watch,Rock,5914
12540,Lot sure consumer,Hip-Hop,19435
12541,Especially good college threat,Jazz,487
12542,Night before police,Rock,19069
12543,Song brother,Hip-Hop,9926
12544,As laugh officer,Pop,14746
12545,Always paper,Jazz,16100
12546,Bad deep quality,Jazz,1025
12547,Career interview,Electronic,5752
12548,Factor miss stay,Hip-Hop,3628
12549,Final nothing both,Rock,12265
12550,Option low resource,Hip-Hop,3408
12551,Possible magazine card,Jazz,5557
12552,Very best to,Hip-Hop,10889
12553,Sit sound,Hip-Hop,188
12554,In though,Hip-Hop,2018
12555,Important matter magazine,Jazz,13614
12556,Create,Jazz,9289
12557,Weight she,Pop,6080
12558,Imagine society off,Hip-Hop,19213
12559,Three task return,Jazz,16222
12560,Could herself style,Jazz,10085
12561,Social exist,Pop,13251
12562,Population reduce,Electronic,15454
12563,Where change stand remain,Rock,8261
12564,Painting owner,Rock,7621
12565,International city every each,Rock,1974
12566,Glass life at deal,Pop,16177
12567,Day region,Electronic,8349
12568,Form trouble event,Pop,3871
12569,This season only,Rock,3604
12570,Type music,Pop,5408
12571,Allow,Jazz,6706
12572,Strategy notice,Pop,13426
12573,Product head,Electronic,4836
12574,National away probably,Jazz,18376
12575,Recognize her,Electronic,15491
12576,Rest art half modern,Hip-Hop,2759
12577,Pick above miss,Pop,16137
12578,Ten entire low,Hip-Hop,16303
12579,Truth question consider,Jazz,8040
12580,Together at,Jazz,8126
12581,Across would research resource,Jazz,19808
12582,Condition already career,Electronic,9214
12583,Number mission turn,Rock,18872
12584,Into institution performance,Electronic,7326
12585,Reality within,Jazz,19518
12586,Total fear,Electronic,19125
12587,Wide different participant,Electronic,3051
12588,Recently learn arrive,Jazz,11560
12589,Case bad,Electronic,4083
12590,Produce,Electronic,15384
12591,About check family,Electronic,19795
12592,Know camera decision,Pop,3253
12593,Bank us receive offer,Pop,18448
12594,Free lose bank,Electronic,8263
12595,Medical prepare garden,Electronic,19439
12596,Successful entire certainly,Pop,4682
12597,Republican central here,Electronic,5774
12598,Be main style,Pop,6531
12599,If much,Pop,11208
12600,Truth,Rock,2452
12601,Follow all product,Jazz,4157
12602,Cup two painting,Pop,12263
12603,Good allow take site,Hip-Hop,4431
12604,Morning control,Jazz,9783
12605,Political draw,Jazz,15374
12606,Them many discover,Jazz,13836
12607,Nice meeting evening,Hip-Hop,19415
12608,Give beat lead support,Hip-Hop,3964
12609,Certainly once around,Hip-Hop,16649
12610,Main everybody more,Jazz,18788
12611,Require almost sort approach,Electronic,249
12612,Art dinner drive,Pop,13173
12613,Former international do,Jazz,16091
12614,Major participant,Jazz,16970
12615,Far point consider,Electronic,3687
12616,For pass sound,Pop,4787
12617,Treat up,Hip-Hop,980
12618,Whole kind quite already,Rock,4010
12619,Practice,Pop,12627
12620,Dog marriage bit method,Electronic,4818
12621,Hour audience,Hip-Hop,6537
12622,Power carry,Hip-Hop,8964
12623,Important far,Electronic,6429
12624,Deep anyone sit,Jazz,3878
12625,Purpose deep vote,Hip-Hop,10532
12626,Majority moment,Electronic,11246
12627,Laugh management,Hip-Hop,1503
12628,Just court run,Jazz,10323
12629,Affect thing,Electronic,13584
12630,Study,Rock,19468
12631,Threat conference argue,Electronic,6861
12632,Evening she exist,Hip-Hop,16224
12633,Crime week anything,Pop,1926
12634,Choice letter note,Pop,8357
12635,Plan game,Rock,15528
12636,Customer nice,Rock,16364
12637,Even,Hip-Hop,912
12638,Offer long treat,Rock,3530
12639,Sort break,Hip-Hop,18023
12640,Really analysis,Jazz,9644
12641,Stock popular series,Jazz,16053
12642,Provide enough,Jazz,8773
12643,Try cultural TV,Jazz,13491
12644,Describe politics ten,Jazz,18990
12645,Its,Electronic,17947
12646,Production stuff,Jazz,19013
12647,Kid best,Electronic,15712
12648,Many skill,Rock,6421
12649,Base wonder,Hip-Hop,16928
12650,Painting into,Rock,17342
12651,Draw program increase,Rock,7567
12652,Reveal perform report,Pop,5593
12653,Other population room,Hip-Hop,13101
12654,Bring loss,Pop,15057
12655,Music wrong opportunity discussion,Electronic,17642
12656,Subject who,Hip-Hop,11781
12657,Teach economic two,Electronic,9479
12658,Run risk have,Pop,7119
12659,List opportunity,Jazz,12419
12660,Trial,Electronic,1154
12661,Head table,Hip-Hop,19054
12662,Sense media door,Pop,5965
12663,Trade support policy writer,Electronic,8136
12664,Continue specific he,Jazz,15691
12665,Often,Pop,19247
12666,Statement class,Electronic,6114
12667,Miss collection American,Jazz,16191
12668,Wall same its,Electronic,643
12669,Poor six write as,Rock,2291
12670,Agency current,Hip-Hop,12688
12671,Fear begin shoulder,Pop,10109
12672,Ago opportunity wide,Rock,8282
12673,How suddenly,Rock,12624
12674,North treatment,Pop,18788
12675,Not fall,Jazz,5375
12676,Not eye than,Jazz,5922
12677,Seven billion,Jazz,4326
12678,Think knowledge,Jazz,13699
12679,Medical attention Republican,Electronic,18250
12680,From star,Electronic,16430
12681,Popular board,Jazz,1947
12682,Which bank under,Hip-Hop,18990
12683,School,Jazz,13940
12684,Keep around,Jazz,14318
12685,Use,Jazz,10551
12686,Couple hear music,Pop,14554
12687,Real make every power,Electronic,7437
12688,Blue left,Electronic,3628
12689,Research doctor song,Pop,10212
12690,Water each within,Pop,17497
12691,Contain baby,Jazz,3380
12692,Really special,Electronic,14694
12693,The eight can,Electronic,10692
12694,Say,Rock,1417
12695,In continue test,Electronic,4112
12696,Activity station remember,Jazz,5605
12697,Throughout character,Electronic,17833
12698,Story,Jazz,17208
12699,Teach,Jazz,13260
12700,Hospital item full,Hip-Hop,6715
12701,Eight require could Congress,Rock,8721
12702,Sure success baby,Rock,13023
12703,Hope local finally,Pop,12144
12704,Vote person,Electronic,13922
12705,Difference,Hip-Hop,7957
12706,Child admit skill,Pop,17717
12707,Central responsibility,Hip-Hop,8860
12708,Dark social,Hip-Hop,5244
12709,Race win hope,Pop,11232
12710,Although building,Pop,10357
12711,Yard look floor,Pop,19230
12712,Language nothing,Hip-Hop,465
12713,Remain scene page,Hip-Hop,1002
12714,Deal project hold,Jazz,12921
12715,Customer finally,Pop,16192
12716,Organization last,Jazz,2940
12717,Health six suggest worker,Jazz,15596
12718,Age find,Pop,19975
12719,Cover beautiful fly,Jazz,10222
12720,Cup stuff practice,Electronic,10683
12721,Different no plan area,Electronic,7376
12722,Bill lose,Pop,14340
12723,Try five,Hip-Hop,10755
12724,Issue onto head,Pop,15695
12725,Audience idea call,Rock,8953
12726,Knowledge statement run,Electronic,4138
12727,Like court,Rock,12403
12728,Sign foreign,Rock,241
12729,Carry within commercial,Rock,14850
12730,Particular paper,Rock,1356
12731,Almost measure employee whatever,Hip-Hop,12902
12732,Camera line,Pop,17595
12733,Small Republican,Jazz,15497
12734,Marriage develop as,Pop,10370
12735,Several,Hip-Hop,2189
12736,Worker live,Electronic,18519
12737,Phone,Hip-Hop,1221
12738,Today surface voice left,Electronic,995
12739,Decide inside,Rock,13693
12740,Bill machine form partner,Hip-Hop,9289
12741,Vote those,Jazz,961
12742,Able public need,Rock,17013
12743,Contain rule,Jazz,2737
12744,Might drug head,Jazz,4200
12745,Others add task institution,Jazz,12177
12746,Hold fall possible,Hip-Hop,13012
12747,Beyond game,Pop,240
12748,Myself small process,Hip-Hop,6158
12749,Go difficult night,Rock,4319
12750,Their behavior she,Hip-Hop,5220
12751,Enjoy hospital,Pop,11131
12752,Design food,Electronic,4192
12753,Man natural,Rock,8654
12754,First half,Jazz,19100
12755,Himself book,Hip-Hop,17569
12756,Stop should,Pop,12381
12757,Woman,Hip-Hop,11934
12758,Value industry specific,Pop,18945
12759,Certain conference seven,Jazz,10105
12760,Above west,Hip-Hop,1707
12761,Full both,Jazz,12285
12762,Ok far back,Hip-Hop,1652
12763,Thought shake,Rock,16380
12764,Camera clearly individual,Electronic,11420
12765,Head space executive consider,Hip-Hop,15482
12766,National art size simple,Jazz,15217
12767,Pretty last best make,Hip-Hop,10411
12768,Everything easy,Pop,15316
12769,Thus late,Rock,2139
12770,Say section significant,Rock,10045
12771,Win while,Hip-Hop,6548
12772,Question citizen energy,Pop,16498
12773,Even may,Rock,9414
12774,Official Democrat better,Pop,17959
12775,Item or force myself,Electronic,13101
12776,Room fly,Electronic,18548
12777,Challenge stand south,Hip-Hop,5209
12778,Than onto level,Electronic,11313
12779,Tonight ready,Electronic,10478
12780,Type serve,Rock,6138
12781,Decision rate tax,Rock,17794
12782,Per house enjoy,Jazz,18150
12783,Worker,Electronic,3916
12784,Mrs imagine,Pop,12466
12785,Better team campaign reduce,Rock,1840
12786,Year which,Electronic,15092
12787,Dark skin continue,Electronic,5865
12788,Baby pay,Hip-Hop,404
12789,American beautiful fish,Hip-Hop,13184
12790,Cold on,Rock,13667
12791,Down others,Jazz,2999
12792,Various figure,Rock,7069
12793,Black center business down,Rock,7209
12794,Later institution,Hip-Hop,11553
12795,Chair here next,Rock,5563
12796,Race approach,Hip-Hop,19391
12797,Order,Electronic,4664
12798,Assume window enter the,Electronic,9719
12799,Evening account,Rock,6132
12800,Player decade enter,Rock,14751
12801,Happen push hundred,Electronic,11813
12802,Employee act beat,Rock,10886
12803,Else seat former action,Hip-Hop,3136
12804,Art feeling,Rock,4481
12805,Time image,Jazz,5742
12806,Old,Jazz,14455
12807,Price school woman,Rock,6045
12808,Issue fund tell,Hip-Hop,17722
12809,Bag although,Rock,9654
12810,Stay some,Hip-Hop,12919
12811,Each local,Jazz,6267
12812,Article adult letter,Rock,11864
12813,Prevent miss authority,Jazz,6080
12814,Worker section performance,Hip-Hop,8162
12815,Recent represent free,Electronic,8366
12816,Smile recognize,Hip-Hop,3504
12817,Mother send yard,Pop,8259
12818,Actually management,Electronic,18379
